n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 3130.00,0.00, 0,
 600, 3140.00,9.00, 11,
 900, 3136.00,11.00, 7,
 200, 3125.00,3.00, 1,
 700, 3142.00,10.00, 5,
 50, 3138.00,0.00, 0,
 300, 3128.00,3.00, 0,
 400, 3116.00,11.00, 4,
 500, 3138.00,6.00, 5,
 800, 3136.00,11.00, 9,
 100, 3139.00,1.00, 3,
 1000, 3126.00,19.00, 14,
