n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 31783.00,0.00, 0,
 600, 31701.00,7.00, 4,
 900, 31793.00,10.00, 3,
 200, 31809.00,3.00, 1,
 700, 32024.00,8.00, 1,
 50, 31665.00,0.00, 0,
 300, 31883.00,3.00, 0,
 400, 31708.00,5.00, 1,
 500, 31662.00,6.00, 5,
 800, 31767.00,14.00, 3,
 100, 31460.00,2.00, 2,
 1000, 31909.00,16.00, 8,
