n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 3134.00,1.00, 0,
 600, 3139.00,9.00, 11,
 900, 3136.00,11.00, 7,
 200, 3140.00,3.00, 1,
 700, 3139.00,10.00, 5,
 50, 3137.00,1.00, 0,
 300, 3151.00,3.00, 0,
 400, 3146.00,11.00, 4,
 500, 3143.00,6.00, 5,
 800, 3130.00,10.00, 9,
 100, 3139.00,2.00, 3,
 1000, 3132.00,18.00, 14,
