n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 2560.00,0.00, 0,
 600, 2556.00,8.00, 5,
 900, 2551.00,9.00, 1,
 200, 2556.00,2.00, 0,
 700, 2555.00,7.00, 1,
 50, 2556.00,1.00, 0,
 300, 2553.00,4.00, 0,
 400, 2556.00,4.00, 1,
 500, 2556.00,6.00, 2,
 800, 2550.00,10.00, 4,
 100, 2554.00,1.00, 2,
 1000, 2551.00,16.00, 9,
