n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 4284.00,0.00, 0,
 600, 4283.00,6.00, 0,
 900, 4277.00,10.00, 1,
 200, 4289.00,3.00, 0,
 700, 4280.00,7.00, 1,
 50, 4286.00,0.00, 0,
 300, 4280.00,3.00, 0,
 400, 4284.00,5.00, 1,
 500, 4289.00,5.00, 0,
 800, 4282.00,12.00, 1,
 100, 4277.00,4.00, 2,
 1000, 4282.00,11.00, 3,
