n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 3139.00,0.00, 0,
 600, 3146.00,9.00, 11,
 900, 3146.00,11.00, 7,
 200, 3112.00,3.00, 1,
 700, 3132.00,11.00, 5,
 50, 3109.00,0.00, 0,
 300, 3114.00,3.00, 0,
 400, 3117.00,10.00, 4,
 500, 3140.00,6.00, 5,
 800, 3115.00,10.00, 9,
 100, 3141.00,1.00, 3,
 1000, 3140.00,18.00, 14,
