n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 190.00,0.00, 0,
 600, 191.00,7.00, 8,
 900, 190.00,9.00, 7,
 200, 190.00,3.00, 1,
 700, 188.00,8.00, 8,
 50, 189.00,0.00, 0,
 300, 193.00,3.00, 2,
 400, 190.00,5.00, 6,
 500, 188.00,6.00, 8,
 800, 193.00,8.00, 8,
 100, 194.00,2.00, 4,
 1000, 193.00,11.00, 17,
