n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 4287.00,0.00, 0,
 600, 4260.00,6.00, 0,
 900, 4257.00,10.00, 1,
 200, 4304.00,2.00, 0,
 700, 4288.00,8.00, 1,
 50, 4272.00,1.00, 0,
 300, 4293.00,4.00, 0,
 400, 4289.00,5.00, 1,
 500, 4286.00,5.00, 0,
 800, 4256.00,12.00, 1,
 100, 4274.00,4.00, 2,
 1000, 4282.00,11.00, 3,
