n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 7911.00,0.00, 0,
 600, 7918.00,7.00, 4,
 900, 7885.00,11.00, 4,
 200, 7907.00,2.00, 0,
 700, 7931.00,9.00, 2,
 50, 7950.00,1.00, 0,
 300, 7946.00,3.00, 1,
 400, 7972.00,6.00, 0,
 500, 7919.00,5.00, 2,
 800, 7928.00,11.00, 4,
 100, 7883.00,1.00, 1,
 1000, 7858.00,14.00, 6,
