n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 190.00,1.00, 0,
 600, 188.00,6.00, 8,
 900, 190.00,9.00, 7,
 200, 187.00,2.00, 1,
 700, 190.00,8.00, 8,
 50, 189.00,0.00, 0,
 300, 190.00,3.00, 2,
 400, 190.00,4.00, 6,
 500, 189.00,5.00, 8,
 800, 191.00,8.00, 8,
 100, 190.00,1.00, 4,
 1000, 190.00,11.00, 17,
