n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 4283.00,1.00, 0,
 600, 4286.00,6.00, 0,
 900, 4286.00,10.00, 1,
 200, 4291.00,2.00, 0,
 700, 4283.00,7.00, 1,
 50, 4289.00,1.00, 0,
 300, 4298.00,3.00, 0,
 400, 4313.00,5.00, 1,
 500, 4301.00,5.00, 0,
 800, 4292.00,12.00, 1,
 100, 4289.00,4.00, 2,
 1000, 4287.00,10.00, 3,
