n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 190.00,0.00, 0,
 600, 192.00,6.00, 8,
 900, 188.00,10.00, 7,
 200, 189.00,2.00, 1,
 700, 191.00,10.00, 8,
 50, 192.00,0.00, 0,
 300, 188.00,3.00, 2,
 400, 192.00,4.00, 6,
 500, 188.00,6.00, 8,
 800, 189.00,8.00, 8,
 100, 189.00,2.00, 4,
 1000, 196.00,13.00, 17,
