n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 8030.00,0.00, 0,
 600, 8026.00,7.00, 4,
 900, 7971.00,11.00, 4,
 200, 7965.00,2.00, 0,
 700, 7928.00,8.00, 2,
 50, 7978.00,0.00, 0,
 300, 7955.00,3.00, 1,
 400, 7962.00,5.00, 0,
 500, 7973.00,6.00, 2,
 800, 7918.00,11.00, 4,
 100, 7957.00,1.00, 1,
 1000, 7868.00,13.00, 6,
