n,init(kDOPTree),CD(kDOPTree),count(real),
10.00,3133.20,0.20,0.00
600.00,3140.40,9.20,11.00
900.00,3138.60,11.00,7.00
200.00,3132.20,2.60,1.00
700.00,3135.00,10.40,5.00
50.00,3127.80,0.20,0.00
300.00,3130.00,3.20,0.00
400.00,3135.00,10.60,4.00
500.00,3140.60,6.00,5.00
800.00,3131.00,10.20,9.00
100.00,3138.40,1.40,3.00
1000.00,3135.20,18.20,14.00
