n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 4282.00,0.00, 0,
 600, 4286.00,6.00, 0,
 900, 4252.00,10.00, 1,
 200, 4291.00,3.00, 0,
 700, 4283.00,7.00, 1,
 50, 4253.00,0.00, 0,
 300, 4258.00,3.00, 0,
 400, 4284.00,5.00, 1,
 500, 4278.00,6.00, 0,
 800, 4261.00,12.00, 1,
 100, 4290.00,4.00, 2,
 1000, 4287.00,11.00, 3,
