n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 743.00,0.00, 0,
 600, 750.00,7.00, 11,
 900, 749.00,10.00, 9,
 200, 751.00,2.00, 1,
 700, 752.00,8.00, 11,
 50, 751.00,1.00, 0,
 300, 752.00,3.00, 2,
 400, 747.00,5.00, 5,
 500, 753.00,6.00, 8,
 800, 752.00,9.00, 10,
 100, 752.00,1.00, 4,
 1000, 748.00,12.00, 16,
