n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 4285.00,0.00, 0,
 600, 4256.00,6.00, 0,
 900, 4286.00,10.00, 1,
 200, 4256.00,2.00, 0,
 700, 4284.00,7.00, 1,
 50, 4285.00,0.00, 0,
 300, 4279.00,3.00, 0,
 400, 4285.00,5.00, 1,
 500, 4258.00,5.00, 0,
 800, 4285.00,12.00, 1,
 100, 4282.00,5.00, 2,
 1000, 4284.00,11.00, 3,
