n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 7929.00,1.00, 0,
 600, 7931.00,7.00, 4,
 900, 7960.00,11.00, 4,
 200, 7952.00,3.00, 0,
 700, 7945.00,8.00, 2,
 50, 7897.00,1.00, 0,
 300, 7905.00,4.00, 1,
 400, 7955.00,5.00, 0,
 500, 7934.00,6.00, 2,
 800, 7957.00,10.00, 4,
 100, 7973.00,1.00, 1,
 1000, 8007.00,14.00, 6,
