n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 3125.00,0.00, 0,
 600, 3142.00,10.00, 11,
 900, 3134.00,11.00, 7,
 200, 3139.00,2.00, 1,
 700, 3141.00,10.00, 5,
 50, 3139.00,0.00, 0,
 300, 3117.00,3.00, 0,
 400, 3137.00,10.00, 4,
 500, 3140.00,6.00, 5,
 800, 3139.00,10.00, 9,
 100, 3130.00,1.00, 3,
 1000, 3138.00,18.00, 14,
