n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 7876.00,0.00, 0,
 600, 7914.00,6.00, 4,
 900, 7918.00,12.00, 4,
 200, 7843.00,3.00, 0,
 700, 7937.00,9.00, 2,
 50, 7868.00,0.00, 0,
 300, 7872.00,3.00, 1,
 400, 7866.00,5.00, 0,
 500, 7886.00,5.00, 2,
 800, 7918.00,11.00, 4,
 100, 7867.00,2.00, 1,
 1000, 7890.00,15.00, 6,
