n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 2573.00,0.00, 0,
 600, 2550.00,8.00, 5,
 900, 2569.00,9.00, 1,
 200, 2553.00,3.00, 0,
 700, 2559.00,7.00, 1,
 50, 2561.00,1.00, 0,
 300, 2550.00,3.00, 0,
 400, 2553.00,5.00, 1,
 500, 2553.00,6.00, 2,
 800, 2551.00,9.00, 4,
 100, 2556.00,2.00, 2,
 1000, 2560.00,13.00, 9,
