n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 31390.00,0.00, 0,
 600, 31459.00,7.00, 4,
 900, 31704.00,10.00, 3,
 200, 31433.00,3.00, 1,
 700, 31613.00,8.00, 1,
 50, 31368.00,0.00, 0,
 300, 32125.00,3.00, 0,
 400, 31780.00,4.00, 1,
 500, 31491.00,6.00, 5,
 800, 31741.00,15.00, 3,
 100, 31350.00,1.00, 2,
 1000, 31464.00,13.00, 8,
