n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 2559.00,0.00, 0,
 600, 2545.00,8.00, 5,
 900, 2555.00,9.00, 1,
 200, 2556.00,2.00, 0,
 700, 2554.00,7.00, 1,
 50, 2558.00,0.00, 0,
 300, 2556.00,3.00, 0,
 400, 2562.00,4.00, 1,
 500, 2571.00,6.00, 2,
 800, 2559.00,10.00, 4,
 100, 2556.00,2.00, 2,
 1000, 2551.00,12.00, 9,
