n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 190.00,1.00, 0,
 600, 189.00,6.00, 8,
 900, 188.00,9.00, 7,
 200, 190.00,2.00, 1,
 700, 189.00,8.00, 8,
 50, 190.00,0.00, 0,
 300, 189.00,3.00, 2,
 400, 190.00,4.00, 6,
 500, 192.00,5.00, 8,
 800, 188.00,8.00, 8,
 100, 191.00,2.00, 4,
 1000, 189.00,11.00, 17,
