n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 7889.00,0.00, 0,
 600, 7916.00,10.00, 4,
 900, 8009.00,11.00, 4,
 200, 7942.00,3.00, 0,
 700, 7935.00,8.00, 2,
 50, 7855.00,1.00, 0,
 300, 7925.00,3.00, 1,
 400, 7859.00,5.00, 0,
 500, 7942.00,6.00, 2,
 800, 7912.00,11.00, 4,
 100, 7900.00,1.00, 1,
 1000, 7990.00,14.00, 6,
