n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 3138.00,0.00, 0,
 600, 3135.00,9.00, 11,
 900, 3141.00,11.00, 7,
 200, 3145.00,2.00, 1,
 700, 3121.00,11.00, 5,
 50, 3116.00,0.00, 0,
 300, 3140.00,4.00, 0,
 400, 3159.00,11.00, 4,
 500, 3142.00,6.00, 5,
 800, 3135.00,10.00, 9,
 100, 3143.00,2.00, 3,
 1000, 3140.00,18.00, 14,
