n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 31887.00,0.00, 0,
 600, 32023.00,7.00, 4,
 900, 31878.00,10.00, 3,
 200, 31829.00,3.00, 1,
 700, 32178.00,8.00, 1,
 50, 31730.00,1.00, 0,
 300, 31730.00,3.00, 0,
 400, 31498.00,4.00, 1,
 500, 31728.00,6.00, 5,
 800, 31954.00,14.00, 3,
 100, 32170.00,2.00, 2,
 1000, 32094.00,13.00, 8,
