n, ConstructKCBP, ConstructModelAABB, init-CD(kCBP-aabb), init-CD(kCBP-GJK), count(kCBP), count(real)
10,36.0,362.0,0.0,0.0, 0, 0
20,74.0,488.0,0.0,0.0, 2, 2
30,108.0,2283.0,2.0,1.0, 7, 5
50,180.0,3163.0,2.0,0.0, 7, 5
40,142.0,2502.0,2.0,0.0, 8, 5
60,216.0,4360.0,3.0,1.0, 9, 4
70,252.0,6122.0,4.0,2.0, 15, 12
90,320.0,7628.0,5.0,2.0, 17, 11
80,292.0,6909.0,4.0,3.0, 19, 8
100,363.0,9484.0,9.0,6.0, 37, 21
