n, ConstructKCBP, ConstructModelAABB, init-CD(kCBP-aabb), init-CD(kCBP-GJK), count(kCBP), count(real)
10,31.0,277.0,0.0,0.0, 0, 0
20,65.0,458.0,2.0,1.0, 2, 2
30,97.0,2245.0,17.0,16.0, 18, 16
50,157.0,3956.0,8.0,7.0, 29, 21
40,126.0,3082.0,21.0,20.0, 18, 15
60,189.0,4745.0,8.0,7.0, 42, 34
70,218.0,5777.0,61.0,62.0, 51, 39
90,284.0,7554.0,76.0,75.0, 84, 65
80,250.0,6806.0,54.0,53.0, 68, 57
100,315.0,8393.0,100.0,98.0, 140, 113
