n, ConstructKCBP, ConstructModelAABB, init-CD(kCBP-aabb), init-CD(kCBP-GJK), count(kCBP), count(real)
10,19.0,16.0,0.0,1.0, 2, 0
20,34.0,55.0,1.0,0.0, 4, 2
30,38.0,133.0,2.0,1.0, 31, 24
50,56.0,254.0,3.0,3.0, 43, 35
40,46.0,206.0,2.0,1.0, 21, 19
60,61.0,319.0,5.0,5.0, 62, 49
70,73.0,365.0,6.0,5.0, 77, 61
90,85.0,466.0,9.0,10.0, 119, 84
80,73.0,416.0,7.0,7.0, 101, 85
100,86.0,550.0,10.0,15.0, 200, 161
