n, ConstructKCBP, ConstructModelAABB, init-CD(kCBP-aabb), init-CD(kCBP-GJK), count(kCBP), count(real)
10,9.0,17.0,0.0,0.0, 2, 0
20,24.0,56.0,1.0,0.0, 4, 2
30,26.0,129.0,2.0,1.0, 31, 24
50,83.0,255.0,3.0,3.0, 43, 35
40,34.0,205.0,2.0,2.0, 21, 19
60,60.0,316.0,6.0,5.0, 62, 49
70,64.0,370.0,5.0,6.0, 77, 61
90,78.0,478.0,8.0,10.0, 119, 84
80,75.0,422.0,7.0,7.0, 101, 85
100,97.0,522.0,11.0,14.0, 200, 161
