n, ConstructKCBP, ConstructModelAABB, init-CD(kCBP-aabb), init-CD(kCBP-GJK), count(kCBP), count(real)
10,32.0,277.0,0.0,0.0, 0, 0
20,63.0,457.0,1.0,2.0, 2, 2
30,96.0,2250.0,16.0,17.0, 18, 16
50,157.0,3967.0,8.0,8.0, 29, 21
40,127.0,3067.0,21.0,20.0, 18, 15
60,193.0,4797.0,9.0,8.0, 42, 34
70,221.0,5841.0,62.0,61.0, 51, 39
90,286.0,7545.0,76.0,75.0, 84, 65
80,250.0,6835.0,55.0,53.0, 68, 57
100,317.0,8377.0,99.0,97.0, 140, 113
