moves, ConstructKCBP, init-CD, CDtime, count(kCBP), count(real)
 10,2.0, 11.00, 0.00, 0, 0
 600,4.0, 12.00, 13.00, 10, 8
 900,5.0, 12.00, 10.00, 9, 7
 200,2.0, 14.00, 3.00, 1, 1
 700,4.0, 13.00, 11.00, 14, 8
 50,4.0, 12.00, 0.00, 0, 0
 300,2.0, 11.00, 3.00, 2, 2
 400,4.0, 12.00, 7.00, 8, 6
 500,3.0, 11.00, 7.00, 11, 8
 800,4.0, 23.00, 11.00, 10, 8
 100,5.0, 17.00, 3.00, 4, 4
 1000,4.0, 13.00, 15.00, 22, 17
