n, ConstructKCBP, ConstructModelAABB, init-CD(kCBP-aabb), init-CD(kCBP-GJK), count(kCBP), count(real)
10,37.0,374.0,0.0,0.0, 0, 0
20,73.0,488.0,1.0,0.0, 2, 2
30,112.0,2318.0,2.0,1.0, 7, 5
50,183.0,3159.0,2.0,1.0, 7, 5
40,144.0,2532.0,2.0,0.0, 8, 5
60,218.0,4419.0,3.0,1.0, 9, 4
70,258.0,6114.0,3.0,1.0, 15, 12
90,328.0,7601.0,5.0,2.0, 17, 11
80,292.0,6922.0,5.0,3.0, 19, 8
100,357.0,9245.0,9.0,6.0, 37, 21
