n, ConstructKCBP, ConstructModelAABB, init-CD(kCBP-aabb), init-CD(kCBP-GJK), count(kCBP), count(real)
10,15.0,32.0,0.0,0.0, 2, 2
20,34.0,87.0,1.0,0.0, 3, 2
30,51.0,269.0,2.0,2.0, 29, 27
50,78.0,430.0,3.0,2.0, 34, 33
40,65.0,353.0,2.0,1.0, 21, 20
60,92.0,593.0,3.0,3.0, 56, 53
70,105.0,678.0,5.0,5.0, 65, 61
90,130.0,899.0,8.0,7.0, 106, 103
80,118.0,839.0,8.0,7.0, 96, 86
100,149.0,993.0,11.0,12.0, 183, 170
