n, ConstructKCBP, ConstructModelAABB, init-CD(kCBP-aabb), init-CD(kCBP-GJK), count(kCBP), count(real)
10,37.0,359.0,0.0,0.0, 0, 0
20,71.0,489.0,0.0,0.0, 2, 2
30,112.0,2278.0,2.0,0.0, 7, 5
50,184.0,3091.0,2.0,1.0, 7, 5
40,144.0,2532.0,1.0,0.0, 8, 5
60,218.0,4310.0,3.0,1.0, 9, 4
70,253.0,6262.0,4.0,2.0, 15, 12
90,321.0,7610.0,5.0,2.0, 17, 11
80,290.0,6961.0,5.0,2.0, 19, 8
100,361.0,9289.0,9.0,6.0, 37, 21
