n, ConstructKCBP, ConstructModelAABB, init-CD(kCBP-aabb), init-CD(kCBP-GJK), count(kCBP), count(real)
10,17.0,33.0,0.0,0.0, 2, 2
200,284.0,2159.0,32.0,46.0, 633, 598
150,206.0,1578.0,19.0,25.0, 363, 345
30,50.0,268.0,1.0,2.0, 29, 27
50,71.0,427.0,2.0,2.0, 34, 33
130,184.0,1344.0,14.0,18.0, 243, 234
110,161.0,1146.0,11.0,13.0, 186, 177
70,108.0,670.0,5.0,4.0, 65, 61
90,142.0,899.0,7.0,7.0, 106, 103
100,146.0,994.0,11.0,13.0, 183, 170
170,243.0,1850.0,23.0,28.0, 388, 361
