n, ConstructKCBP, ConstructModelAABB, init-CD(kCBP-aabb), init-CD(kCBP-GJK), count(kCBP), count(real)
10,9.0,16.0,0.0,0.0, 2, 0
200,183.0,1054.0,34.0,54.0, 718, 556
150,132.0,788.0,21.0,30.0, 423, 344
30,31.0,125.0,1.0,2.0, 31, 24
50,43.0,243.0,4.0,2.0, 43, 35
130,106.0,682.0,15.0,21.0, 276, 223
110,95.0,569.0,13.0,17.0, 220, 171
70,58.0,361.0,5.0,6.0, 77, 61
90,87.0,467.0,9.0,11.0, 119, 84
100,83.0,509.0,10.0,14.0, 200, 161
170,145.0,899.0,23.0,32.0, 431, 328
