n, ConstructKCBP, ConstructModelAABB, init-CD(kCBP-aabb), init-CD(kCBP-GJK), count(kCBP), count(real)
10,18.0,37.0,0.0,1.0, 2, 2
20,30.0,89.0,1.0,0.0, 3, 2
30,45.0,279.0,3.0,2.0, 29, 27
50,73.0,440.0,3.0,2.0, 34, 33
40,68.0,363.0,3.0,1.0, 21, 20
60,88.0,606.0,4.0,4.0, 56, 53
70,108.0,699.0,5.0,5.0, 65, 61
90,128.0,931.0,8.0,8.0, 106, 103
80,118.0,858.0,7.0,7.0, 96, 86
100,143.0,1027.0,11.0,13.0, 183, 170
