n, ConstructKCBP, ConstructModelAABB, init-CD(kCBP-aabb), init-CD(kCBP-GJK), count(kCBP), count(real)
10,36.0,363.0,0.0,0.0, 0, 0
20,75.0,493.0,0.0,0.0, 2, 2
30,110.0,2304.0,1.0,1.0, 7, 5
50,183.0,3117.0,3.0,0.0, 7, 5
40,147.0,2520.0,2.0,0.0, 8, 5
60,224.0,4364.0,3.0,1.0, 9, 4
70,256.0,6298.0,3.0,1.0, 15, 12
90,320.0,7508.0,4.0,3.0, 17, 11
80,293.0,6967.0,4.0,2.0, 19, 8
100,356.0,9272.0,9.0,6.0, 37, 21
