n, ConstructKCBP, ConstructModelAABB, init-CD(kCBP-aabb), init-CD(kCBP-GJK), count(kCBP), count(real)
10,32.0,286.0,1.0,0.0, 0, 0
20,64.0,455.0,2.0,2.0, 2, 2
30,97.0,2261.0,18.0,17.0, 18, 16
50,162.0,4193.0,9.0,8.0, 29, 21
40,130.0,3127.0,22.0,20.0, 18, 15
60,197.0,4921.0,9.0,8.0, 42, 34
70,224.0,5887.0,63.0,62.0, 51, 39
90,295.0,7797.0,80.0,79.0, 84, 65
80,255.0,6923.0,55.0,54.0, 68, 57
100,320.0,8593.0,101.0,101.0, 140, 113
