n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 2558.00,0.00, 0,
 600, 2550.00,8.00, 7,
 900, 2552.00,11.00, 11,
 200, 2543.00,3.00, 2,
 700, 2547.00,10.00, 9,
 50, 2549.00,1.00, 0,
 300, 2560.00,4.00, 3,
 400, 2552.00,5.00, 3,
 500, 2544.00,6.00, 5,
 800, 2549.00,11.00, 9,
 100, 2561.00,2.00, 0,
 1000, 2539.00,13.00, 11,
