n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 7914.00,0.00, 0,
 600, 7929.00,9.00, 5,
 900, 7934.00,13.00, 8,
 200, 7898.00,4.00, 2,
 700, 7885.00,12.00, 6,
 50, 7897.00,0.00, 0,
 300, 7932.00,6.00, 2,
 400, 7907.00,7.00, 2,
 500, 7892.00,10.00, 4,
 800, 7915.00,12.00, 7,
 100, 7982.00,1.00, 0,
 1000, 7917.00,14.00, 8,
