n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 768.00,0.00, 0,
 600, 771.00,8.00, 12,
 900, 770.00,11.00, 21,
 200, 770.00,3.00, 5,
 700, 766.00,10.00, 15,
 50, 772.00,0.00, 0,
 300, 768.00,4.00, 6,
 400, 769.00,5.00, 7,
 500, 770.00,5.00, 9,
 800, 771.00,10.00, 17,
 100, 770.00,1.00, 2,
 1000, 770.00,12.00, 21,
