n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 4425.00,0.00, 0,
 600, 4473.00,7.00, 3,
 900, 4498.00,12.00, 5,
 200, 4448.00,2.00, 0,
 700, 4497.00,8.00, 3,
 50, 4442.00,1.00, 0,
 300, 4398.00,3.00, 1,
 400, 4405.00,4.00, 1,
 500, 4416.00,5.00, 2,
 800, 4482.00,9.00, 3,
 100, 4423.00,1.00, 0,
 1000, 4466.00,14.00, 5,
