n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 4477.00,0.00, 0,
 600, 4430.00,7.00, 3,
 900, 4475.00,12.00, 5,
 200, 4424.00,2.00, 0,
 700, 4433.00,9.00, 3,
 50, 4472.00,1.00, 0,
 300, 4424.00,4.00, 1,
 400, 4415.00,4.00, 1,
 500, 4396.00,5.00, 2,
 800, 4440.00,9.00, 3,
 100, 4452.00,1.00, 0,
 1000, 4460.00,14.00, 5,
