n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 787.00,0.00, 0,
 600, 787.00,7.00, 12,
 900, 765.00,11.00, 21,
 200, 769.00,3.00, 5,
 700, 770.00,9.00, 15,
 50, 766.00,1.00, 0,
 300, 770.00,4.00, 6,
 400, 768.00,4.00, 7,
 500, 768.00,6.00, 9,
 800, 771.00,10.00, 17,
 100, 770.00,1.00, 2,
 1000, 786.00,12.00, 21,
