n,init(kDOPTree),CD(kDOPTree),count(real),
10.00,2555.20,0.20,0.00
600.00,2566.60,8.00,7.00
900.00,2557.00,11.40,11.00
200.00,2560.60,3.00,2.00
700.00,2559.20,9.40,9.00
50.00,2553.20,0.20,0.00
300.00,2559.40,4.00,3.00
400.00,2560.20,5.20,3.00
500.00,2552.20,6.60,5.00
800.00,2555.60,10.40,9.00
100.00,2562.60,1.60,0.00
1000.00,2556.80,13.20,11.00
