n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 7934.00,0.00, 0,
 600, 7902.00,10.00, 5,
 900, 7912.00,13.00, 8,
 200, 7937.00,4.00, 2,
 700, 7924.00,11.00, 6,
 50, 7930.00,0.00, 0,
 300, 7899.00,6.00, 2,
 400, 7881.00,7.00, 2,
 500, 7977.00,9.00, 4,
 800, 7895.00,12.00, 7,
 100, 7897.00,1.00, 0,
 1000, 7917.00,14.00, 8,
