n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 194.00,0.00, 0,
 600, 191.00,7.00, 13,
 900, 191.00,11.00, 21,
 200, 191.00,2.00, 6,
 700, 191.00,8.00, 15,
 50, 191.00,1.00, 1,
 300, 191.00,3.00, 8,
 400, 192.00,4.00, 10,
 500, 191.00,5.00, 12,
 800, 192.00,9.00, 17,
 100, 191.00,1.00, 2,
 1000, 191.00,12.00, 21,
