n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 2557.00,1.00, 0,
 600, 2584.00,8.00, 7,
 900, 2565.00,12.00, 11,
 200, 2571.00,3.00, 2,
 700, 2544.00,9.00, 9,
 50, 2569.00,0.00, 0,
 300, 2570.00,4.00, 3,
 400, 2596.00,5.00, 3,
 500, 2552.00,7.00, 5,
 800, 2544.00,10.00, 9,
 100, 2550.00,1.00, 0,
 1000, 2579.00,13.00, 11,
