n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 4434.00,0.00, 0,
 600, 4415.00,7.00, 3,
 900, 4418.00,14.00, 5,
 200, 4409.00,2.00, 0,
 700, 4428.00,8.00, 3,
 50, 4444.00,1.00, 0,
 300, 4444.00,4.00, 1,
 400, 4416.00,4.00, 1,
 500, 4400.00,5.00, 2,
 800, 4409.00,9.00, 3,
 100, 4417.00,1.00, 0,
 1000, 4453.00,13.00, 5,
