n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 192.00,0.00, 0,
 600, 192.00,6.00, 13,
 900, 192.00,10.00, 21,
 200, 209.00,2.00, 6,
 700, 191.00,7.00, 15,
 50, 190.00,0.00, 1,
 300, 192.00,3.00, 8,
 400, 191.00,5.00, 10,
 500, 192.00,6.00, 12,
 800, 190.00,9.00, 17,
 100, 192.00,1.00, 2,
 1000, 194.00,11.00, 21,
