n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 192.00,0.00, 0,
 600, 191.00,6.00, 13,
 900, 191.00,10.00, 21,
 200, 192.00,3.00, 6,
 700, 192.00,7.00, 15,
 50, 192.00,0.00, 1,
 300, 191.00,4.00, 8,
 400, 192.00,4.00, 10,
 500, 194.00,6.00, 12,
 800, 194.00,9.00, 17,
 100, 191.00,1.00, 2,
 1000, 191.00,11.00, 21,
