n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 771.00,0.00, 0,
 600, 768.00,7.00, 12,
 900, 767.00,11.00, 21,
 200, 775.00,3.00, 5,
 700, 770.00,8.00, 15,
 50, 768.00,1.00, 0,
 300, 769.00,3.00, 6,
 400, 769.00,5.00, 7,
 500, 786.00,6.00, 9,
 800, 769.00,9.00, 17,
 100, 773.00,2.00, 2,
 1000, 786.00,15.00, 21,
