n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 787.00,0.00, 0,
 600, 800.00,7.00, 12,
 900, 776.00,11.00, 21,
 200, 771.00,2.00, 5,
 700, 771.00,8.00, 15,
 50, 784.00,1.00, 0,
 300, 774.00,4.00, 6,
 400, 770.00,5.00, 7,
 500, 768.00,6.00, 9,
 800, 771.00,9.00, 17,
 100, 771.00,1.00, 2,
 1000, 770.00,15.00, 21,
