n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 8100.00,0.00, 0,
 600, 7896.00,12.00, 5,
 900, 7884.00,15.00, 8,
 200, 7908.00,5.00, 2,
 700, 7896.00,12.00, 6,
 50, 7894.00,0.00, 0,
 300, 7887.00,7.00, 2,
 400, 7892.00,6.00, 2,
 500, 7910.00,10.00, 4,
 800, 7923.00,12.00, 7,
 100, 7880.00,1.00, 0,
 1000, 7921.00,15.00, 8,
