n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 2547.00,0.00, 0,
 600, 2547.00,8.00, 7,
 900, 2545.00,11.00, 11,
 200, 2561.00,3.00, 2,
 700, 2574.00,9.00, 9,
 50, 2552.00,0.00, 0,
 300, 2552.00,4.00, 3,
 400, 2548.00,6.00, 3,
 500, 2548.00,7.00, 5,
 800, 2549.00,10.00, 9,
 100, 2568.00,1.00, 0,
 1000, 2547.00,13.00, 11,
