n,init(kDOPTree),CD(kDOPTree),count(Box),count(real),
 10, 8036.00, 0.00, 2, 0,
 20, 13551.00, 0.00, 3, 2,
 30, 67674.00, 5.00, 34, 16,
 50, 119049.00, 12.00, 52, 21,
 40, 91990.00, 6.00, 26, 15,
 60, 142841.00, 13.00, 68, 34,
