n,init(kDOPTree),CD(kDOPTree),count(Box),count(real),
 10, 13255.00, 0.00, 1, 0,
 30, 144407.00, 2.00, 29, 7,
 20, 32783.00, 1.00, 3, 2,
 40, 176619.00, 5.00, 15, 8,
