n,init(kDOPTree),CD(kDOPTree),count(Box),count(real),
 10, 12978.00, 0.00, 1, 0,
 30, 143214.00, 2.00, 29, 7,
 20, 32490.00, 1.00, 3, 2,
 40, 176796.00, 5.00, 15, 8,
