n,init(kDOPTree),CD(kDOPTree),count(Box),count(real),
 10, 491.00, 0.00, 2, 0,
 20, 1616.00, 1.00, 10, 2,
 30, 3841.00, 3.00, 42, 23,
 50, 7347.00, 4.00, 66, 35,
 40, 6052.00, 2.00, 42, 19,
 60, 9366.00, 7.00, 121, 49,
 70, 10869.00, 8.00, 144, 61,
 90, 14047.00, 14.00, 261, 84,
 80, 12373.00, 11.00, 167, 85,
 100, 15422.00, 24.00, 335, 161,
