n,init(kDOPTree),CD(kDOPTree),count(Box),count(real),
 10, 485.00, 0.00, 2, 0,
 20, 1603.00, 0.00, 10, 2,
 30, 3852.00, 3.00, 42, 23,
 50, 7328.00, 5.00, 66, 35,
 40, 6036.00, 3.00, 42, 19,
 60, 9522.00, 7.00, 121, 49,
 70, 10962.00, 8.00, 144, 61,
 90, 13949.00, 14.00, 261, 84,
 80, 12452.00, 11.00, 167, 85,
 100, 15398.00, 21.00, 335, 161,
