n,init(kDOPTree),CD(kDOPTree),count(Box),count(real),
 10, 7956.00, 0.00, 2, 0,
 20, 13232.00, 1.00, 3, 2,
 30, 66046.00, 5.00, 34, 16,
 50, 116653.00, 11.00, 52, 21,
 40, 89868.00, 6.00, 26, 15,
 60, 140237.00, 8.00, 68, 34,
